,slab,eta,pH,dict_ads,R_CO(g),R_CH2O(g),R_CH3OH(l),R_CH4(g)
850,Cu3Ge1,-0.6,3,"{'*CO': 0.9999998558222398, '*CHO': 1.3606606110782902e-07, '*COH': 1.6969764346386558e-10, '*CH2O': 2.4068788633580243e-15, '*CHOH': 1.9171948153754022e-14, '*C': 4.637219839516918e-15, '*CH3O': 1.8002760670013933e-12, '*CH2OH': 1.334778308469007e-13, '*CH': 1.2308236160667585e-11, '*O': 3.807981463767314e-22, '*CH3OH': 1.5786884448869049e-16, '*CH2': 8.986805184777549e-13, '*OH': 2.3004939491078928e-17, '*CH3': 7.923714711922535e-09, '*H2O': 4.711967938053947e-19, '*CH4': 8.909295116966571e-16}",-0.016916661833519697,0.014952585691952841,1.0010455268625707e-05,0.0022407294377154345
851,Cu3Ge1,-0.6,4,"{'*CO': 0.9999999240139632, '*CHO': 7.324250155276063e-08, '*COH': 4.023551230819378e-11, '*CH2O': 5.266441509182459e-16, '*CHOH': 5.4961370185367395e-15, '*C': 7.257592592749331e-16, '*CH3O': 5.220903896940368e-13, '*CH2OH': 4.129329800082031e-14, '*CH': 4.208822929080908e-12, '*O': 6.738583885926396e-23, '*CH3OH': 1.960446166078818e-17, '*CH2': 2.720921869712121e-13, '*OH': 5.7009994634426705e-18, '*CH3': 2.6951316349902206e-09, '*H2O': 4.708523776430441e-19, '*CH4': 1.4008027706337823e-16}",-0.003810677507001259,0.0032717441312290307,1.2431179005358893e-06,0.00035230845050506746
852,Cu3Ge1,-0.6,5,"{'*CO': 0.9999999782107034, '*CHO': 2.128835753282202e-08, '*COH': 5.2277001039119654e-12, '*CH2O': 5.487122695021454e-17, '*CHOH': 8.462404644979514e-16, '*C': 6.247255851473174e-17, '*CH3O': 7.23131082578559e-14, '*CH2OH': 6.8558092848820296e-15, '*CH': 8.178243114424754e-13, '*O': 5.7956453355405604e-24, '*CH3OH': 1.1456423130519168e-18, '*CH2': 4.652089306638416e-14, '*OH': 7.0161785470975625e-19, '*CH3': 4.916507177627623e-10, '*H2O': 4.70771700620238e-19, '*CH4': 1.2074734954004202e-17}",-0.0003610324811305077,0.00034088409495232265,7.264511985119827e-08,3.036852295900365e-05
853,Cu3Ge1,-0.6,6,"{'*CO': 0.9999999968275803, '*CHO': 3.1211059743211806e-09, '*COH': 5.488658358336764e-13, '*CH2O': 2.799711994997485e-18, '*CHOH': 6.539155119777921e-17, '*C': 4.362709121747713e-18, '*CH3O': 4.919301275744832e-15, '*CH2OH': 5.708944266374407e-16, '*CH': 8.526356566559526e-14, '*O': 2.4924814641617836e-25, '*CH3OH': 3.233783956199147e-20, '*CH2': 4.2399448791548696e-15, '*OH': 4.3636833874760975e-20, '*CH3': 4.755358971152861e-11, '*H2O': 4.707630543187066e-19, '*CH4': 5.385825043192278e-19}",-0.00036067208302270615,1.7393037163316936e-05,2.050540735049853e-09,1.3545601692929427e-06
854,Cu3Ge1,-0.5,0,"{'*CO': 0.999999767885457, '*CHO': 2.1178932879221874e-07, '*COH': 4.670779088490467e-10, '*CH2O': 1.3254895634475326e-14, '*CHOH': 6.429583477039354e-14, '*C': 2.2100688241420736e-14, '*CH3O': 6.887325273115474e-12, '*CH2OH': 4.0545918279169876e-13, '*CH': 3.0932467384598394e-11, '*O': 2.8542417436155227e-21, '*CH3OH': 1.7360928273417199e-15, '*CH2': 2.6608015269550274e-12, '*OH': 1.177409373809262e-16, '*CH3': 1.9814010941805367e-08, '*H2O': 4.733747434075099e-19, '*CH4': 5.951548386659574e-15}",-0.09761550703232658,0.08234521721457419,0.00011008555644132325,0.014968423710357868
855,Cu3Ge1,-0.5,1,"{'*CO': 0.9999998371126999, '*CHO': 1.5248182237399754e-07, '*COH': 2.2924739921838177e-10, '*CH2O': 3.6529331378716385e-15, '*CHOH': 2.6083719132665506e-14, '*C': 7.129330625090123e-15, '*CH3O': 2.505596286391291e-12, '*CH2OH': 1.7737577933426895e-13, '*CH': 1.5775480081439073e-11, '*O': 6.197318803011403e-22, '*CH3OH': 2.8346812117950363e-16, '*CH2': 1.1964822176420271e-12, '*OH': 3.379436698305329e-17, '*CH3': 1.0153416376272794e-08, '*H2O': 4.714335701870606e-19, '*CH4': 1.4443336120029219e-15}",-0.02657309240175465,0.022693620606561864,1.7974698911235e-05,0.0036325666905664997
856,Cu3Ge1,-0.5,2,"{'*CO': 0.9999999021183297, '*CHO': 9.382333047813715e-08, '*COH': 6.813659564142662e-11, '*CH2O': 8.795346236559161e-16, '*CHOH': 8.562219555860867e-15, '*C': 1.397203283892612e-15, '*CH3O': 7.988357136308943e-13, '*CH2OH': 6.282992408541808e-14, '*CH': 6.195384385988482e-12, '*O': 1.199245513900146e-22, '*CH3OH': 3.917355891774621e-17, '*CH2': 4.1601923552173707e-13, '*OH': 9.094971714136577e-18, '*CH3': 3.979602085945793e-09, '*H2O': 4.7091504980118485e-19, '*CH4': 2.6318702874965866e-16}",-0.005880258886701739,0.0054640543109453175,2.4839933460529307e-06,0.0006619276927831414
857,Cu3Ge1,-0.5,3,"{'*CO': 0.9999999644941093, '*CHO': 3.4587096496144124e-08, '*COH': 1.021398014499509e-11, '*CH2O': 1.228725066915466e-16, '*CHOH': 1.674755527492727e-15, '*C': 1.3859968403956984e-16, '*CH3O': 1.4821885712405856e-13, '*CH2OH': 1.3255672690993232e-14, '*CH': 1.488706192736169e-12, '*O': 1.374177969414368e-23, '*CH3OH': 3.073743687566531e-18, '*CH2': 8.820887882349007e-14, '*OH': 1.4863376853984375e-18, '*CH3': 9.037236931218823e-10, '*H2O': 4.707831185110449e-19, '*CH4': 2.8393470056879634e-17}",-0.0010510171859827722,0.0007633378286961616,1.949059283436364e-07,7.141090495294336e-05
858,Cu3Ge1,-0.5,4,"{'*CO': 0.999999994088793, '*CHO': 5.80714511430556e-09, '*COH': 1.1121718760968713e-12, '*CH2O': 7.245742148284187e-18, '*CHOH': 1.4843244435525257e-16, '*C': 1.0025537745331658e-17, '*CH3O': 1.1642804667001514e-14, '*CH2OH': 1.2663237265799888e-15, '*CH': 1.760488363665818e-13, '*O': 6.785984001491045e-25, '*CH3OH': 1.0063679208093809e-19, '*CH2': 9.128059618748482e-15, '*OH': 1.0592792163325915e-19, '*CH3': 9.963525592699518e-11, '*H2O': 4.7076378523821885e-19, '*CH4': 1.451271483343341e-18}",-0.0003607251023218794,4.501372379948387e-05,6.3813737838334955e-09,3.6500156135013334e-06
859,Cu3Ge1,-0.5,5,"{'*CO': 0.9999999993241563, '*CHO': 6.647658979908261e-10, '*COH': 1.1252578777627269e-13, '*CH2O': 2.828296811255376e-19, '*CHOH': 8.925860094099942e-18, '*C': 6.766249515391521e-19, '*CH3O': 6.071320242884524e-16, '*CH2OH': 8.201408506286771e-17, '*CH': 1.45827354029339e-14, '*O': 2.2654291567878967e-26, '*CH3OH': 2.161328445395555e-21, '*CH2': 6.599594597334739e-16, '*OH': 5.1226608686430044e-21, '*CH3': 7.83324516371319e-12, '*H2O': 4.707626434200886e-19, '*CH4': 5.030524442721924e-20}",0.00032909541711845236,1.7570618561820939e-06,1.3704972500125258e-10,1.2652004036274767e-07
860,Cu3Ge1,-0.5,6,"{'*CO': 0.9999999999291592, '*CHO': 6.71636382862073e-11, '*COH': 1.1234121213331174e-14, '*CH2O': 9.459848423951055e-21, '*CHOH': 4.715571495497263e-19, '*C': 4.997867617942122e-20, '*CH3O': 2.5862276850754224e-17, '*CH2OH': 4.66212031970259e-18, '*CH': 1.0900846879427086e-15, '*O': 6.293473470105374e-28, '*CH3OH': 3.970997359161734e-23, '*CH2': 4.299853774944169e-17, '*OH': 1.9608689772245362e-22, '*CH3': 5.487615383899862e-13, '*H2O': 4.707625992957102e-19, '*CH4': 1.5250928963145146e-21}",0.0003291071291755543,5.876872174392125e-08,2.5180073727952755e-12,3.835679885927776e-09
861,Cu3Ge1,-0.4,0,"{'*CO': 0.9999998836993996, '*CHO': 1.1072634862429465e-07, '*COH': 1.0735827704019362e-10, '*CH2O': 1.4141754079326286e-15, '*CHOH': 1.2282358915268252e-14, '*C': 2.503570771738749e-15, '*CH3O': 1.1770892924459e-12, '*CH2OH': 8.803708869813891e-14, '*CH': 8.481056130968101e-12, '*O': 2.0587804632459765e-22, '*CH3OH': 7.489640625132376e-17, '*CH2': 5.909358614806456e-13, '*OH': 1.4066540651166245e-17, '*CH3': 5.453421714169504e-09, '*H2O': 4.710113366102823e-19, '*CH4': 4.580903580543864e-16}",-0.010018930471233034,0.008785477031055543,4.7491772489245405e-06,0.0011521186923249317
862,Cu3Ge1,-0.4,1,"{'*CO': 0.9999999472646908, '*CHO': 5.1185919329307805e-08, '*COH': 1.9400327656146416e-11, '*CH2O': 2.499178987327878e-16, '*CHOH': 3.017584950189469e-15, '*C': 2.990378337047263e-16, '*CH3O': 2.7602306405559086e-13, '*CH2OH': 2.333307641813609e-14, '*CH': 2.4910893958891693e-12, '*O': 2.9653823032755185e-23, '*CH3OH': 7.479581486319422e-18, '*CH2': 1.535991656537105e-13, '*OH': 2.8695704896382264e-18, '*CH3': 1.5239255505483769e-09, '*H2O': 4.708046745933053e-19, '*CH4': 6.11414286741512e-17}",-0.001741069894464431,0.0015525994488734408,4.742798754202918e-07,0.00015377355283638372
863,Cu3Ge1,-0.4,2,"{'*CO': 0.9999999888679045, '*CHO': 1.0915957204289039e-08, '*COH': 2.2406132402806605e-12, '*CH2O': 1.8891477421021467e-17, '*CHOH': 3.4023435903430933e-16, '*C': 2.2914981556791284e-17, '*CH3O': 2.7768077190102525e-14, '*CH2OH': 2.8362322850220817e-15, '*CH': 3.666397963658518e-13, '*O': 1.865025905487282e-24, '*CH3OH': 3.15262436139358e-19, '*CH2': 1.9823980261377813e-14, '*OH': 2.596577641323868e-19, '*CH3': 2.1036395246901086e-10, '*H2O': 4.707657093777463e-19, '*CH4': 3.933676284469303e-18}",-0.000360826171817763,0.00011736213204818745,1.9990774779358682e-08,9.89337973962334e-06
864,Cu3Ge1,-0.4,3,"{'*CO': 0.9999999986392206, '*CHO': 1.3396806099751764e-09, '*COH': 2.2931548579481477e-13, '*CH2O': 7.978443903158907e-19, '*CHOH': 2.196719577628215e-17, '*C': 1.5623560001879494e-18, '*CH3O': 1.5652876386462846e-15, '*CH2OH': 1.972773598580993e-16, '*CH': 3.2410593117944694e-14, '*O': 6.692425024071064e-26, '*CH3OH': 7.339384808201352e-21, '*CH2': 1.5301418819453916e-15, '*OH': 1.3493154018872378e-20, '*CH3': 1.7717761824928466e-11, '*H2O': 4.707627271380158e-19, '*CH4': 1.4691841854878203e-19}",0.0003290821576698022,4.9565588017994314e-06,4.653900113077348e-10,3.6950668823234403e-07
865,Cu3Ge1,-0.4,4,"{'*CO': 0.9999999998586993, '*CHO': 1.3690804141588425e-10, '*COH': 2.2940196892089758e-14, '*CH2O': 2.724056913872744e-20, '*CHOH': 1.175511995071767e-18, '*C': 1.1011166928923163e-19, '*CH3O': 7.153677276086887e-17, '*CH2OH': 1.1362490906380526e-17, '*CH': 2.4323522213285003e-15, '*O': 1.9832141229047475e-27, '*CH3OH': 1.3760049155112784e-22, '*CH2': 1.0013035175754958e-16, '*OH': 5.503574006920834e-22, '*CH3': 1.2510183061770386e-12, '*H2O': 4.707626021371274e-19, '*CH4': 4.515230593504379e-21}",0.000329105765164428,1.692303466307849e-07,8.725240056546768e-12,1.1356015902403212e-08
866,Cu3Ge1,-0.4,5,"{'*CO': 0.9999999999831028, '*CHO': 1.3692487350760229e-11, '*COH': 2.2859593979080686e-15, '*CH2O': 8.836856129958737e-22, '*CHOH': 6.128937427808417e-20, '*C': 7.743327308746859e-21, '*CH3O': 2.825142061747757e-18, '*CH2OH': 6.369143238797199e-19, '*CH': 1.7972161770263078e-16, '*O': 5.174471170523534e-29, '*CH3OH': 2.49802231745695e-24, '*CH2': 6.4510596235681814e-18, '*OH': 2.239287249951312e-23, '*CH3': 8.599000810484733e-14, '*H2O': 4.707625979384461e-19, '*CH4': 1.3258991310417904e-22}",0.0003291081734531076,5.48984207482368e-09,1.5839946602461478e-13,3.3346982560156114e-10
867,Cu3Ge1,-0.4,6,"{'*CO': 0.9999999999955128, '*CHO': 1.365166926540077e-12, '*COH': 2.2762752807031396e-16, '*CH2O': 2.7745226757813514e-23, '*CHOH': 3.1721838872211614e-21, '*C': 5.21385298310391e-22, '*CH3O': 1.191611253944117e-19, '*CH2OH': 3.5401527347504007e-20, '*CH': 1.3221779062390734e-17, '*O': 1.4696094780655584e-30, '*CH3OH': 4.504425750873913e-26, '*CH2': 4.140298465304203e-19, '*OH': 2.766803741658545e-23, '*CH3': 5.821616981652385e-15, '*H2O': 4.70762597806994e-19, '*CH4': 3.763908039231017e-24}",0.0003291084136911593,1.723655007963558e-10,2.8562540402453727e-15,9.466404546841863e-12
868,Cu3Ge1,-0.3,0,"{'*CO': 0.9999999807506021, '*CHO': 1.88182144074174e-08, '*COH': 4.4703143451611774e-12, '*CH2O': 4.504378596863782e-17, '*CHOH': 7.148895066083622e-16, '*C': 5.188912036086188e-17, '*CH3O': 6.058165315095398e-14, '*CH2OH': 5.822655579519758e-15, '*CH': 7.050247799915316e-13, '*O': 4.696957622410733e-24, '*CH3OH': 9.020728047603596e-19, '*CH2': 3.9726680219227806e-14, '*OH': 5.835887224043508e-19, '*CH3': 4.227851784279847e-10, '*H2O': 4.707700599521331e-19, '*CH4': 9.810436558756613e-18}",-0.0003609833120528094,0.0002798317272379709,5.720038992078781e-08,2.467370661157332e-05
869,Cu3Ge1,-0.3,1,"{'*CO': 0.9999999972862113, '*CHO': 2.670499527985e-09, '*COH': 4.665029449849983e-13, '*CH2O': 2.2199272105694677e-18, '*CHOH': 5.345188502053956e-17, '*C': 3.602718224139033e-18, '*CH3O': 3.9815504301332434e-15, '*CH2OH': 4.691276910690262e-16, '*CH': 7.130860873276694e-14, '*O': 1.9540283529524967e-25, '*CH3OH': 2.457626861534419e-20, '*CH2': 3.5118316372435743e-15, '*OH': 3.51231958391968e-20, '*CH3': 3.962743736026419e-11, '*H2O': 4.707629593880893e-19, '*CH4': 4.2352924319534695e-19}",0.0003290559651993874,1.379116014157304e-05,1.5583799225264956e-09,1.0651958400665892e-06
870,Cu3Ge1,-0.3,2,"{'*CO': 0.9999999997153298, '*CHO': 2.786406973862146e-10, '*COH': 4.682782588865364e-14, '*CH2O': 7.809759955184575e-20, '*CHOH': 2.9245346454123668e-18, '*C': 2.543704255254947e-19, '*CH3O': 1.8732975476740996e-16, '*CH2OH': 2.7634863871997747e-17, '*CH': 5.4521492440749085e-15, '*O': 5.927120078049004e-27, '*CH3OH': 4.749439544871281e-22, '*CH2': 2.3414518148342936e-16, '*OH': 1.5427398083298684e-21, '*CH3': 2.8607576984613107e-12, '*H2O': 4.707626103147202e-19, '*CH4': 1.3385175537102725e-20}",0.0003291029897205533,4.85176494510221e-07,3.011617160368966e-11,3.366434188427297e-08
871,Cu3Ge1,-0.3,3,"{'*CO': 0.9999999999687312, '*CHO': 2.7949988907316523e-11, '*COH': 4.669267435253899e-15, '*CH2O': 2.56436291408748e-21, '*CHOH': 1.531376779160645e-19, '*C': 1.7869059706359913e-20, '*CH3O': 7.839358193094342e-18, '*CH2OH': 1.5564073131517053e-18, '*CH': 4.0342263519744915e-16, '*O': 1.629186596934541e-28, '*CH3OH': 8.580570618926051e-24, '*CH2': 1.5106468959984347e-17, '*OH': 5.681894021497879e-23, '*CH3': 1.9760510415532543e-13, '*H2O': 4.707625982020688e-19, '*CH4': 3.972807678169707e-22}",0.0003291078952365467,1.5930945591778743e-08,5.44093539407623e-13,9.991796911793219e-10
872,Cu3Ge1,-0.3,4,"{'*CO': 0.9999999999940822, '*CHO': 2.7879167666873396e-12, '*COH': 4.650037592311352e-16, '*CH2O': 8.129068782236469e-23, '*CHOH': 7.93985691748268e-21, '*C': 1.2017296054209689e-21, '*CH3O': 3.1852512208890974e-19, '*CH2OH': 8.668201705786426e-20, '*CH': 2.9651292449835614e-17, '*O': 4.431027243440925e-30, '*CH3OH': 1.5673543589866033e-25, '*CH2': 9.685853327790458e-19, '*OH': 1.5327843283459768e-23, '*CH3': 1.3412048166742057e-14, '*H2O': 4.707625978148802e-19, '*CH4': 1.1372102285215636e-23}",0.00032910838599775616,5.050133573925895e-10,9.938585888518944e-15,2.860136849306024e-11
873,Cu3Ge1,-0.3,5,"{'*CO': 0.9999999999966053, '*CHO': 2.7783228316260414e-13, '*COH': 4.629824790938608e-17, '*CH2O': 2.4995816490046905e-24, '*CHOH': 4.095573431979439e-22, '*C': 8.115211756048443e-23, '*CH3O': 1.318588670589735e-20, '*CH2OH': 4.7982585620916415e-21, '*CH': 2.1879249923532252e-18, '*O': 1.255860546417645e-31, '*CH3OH': 2.827789432776718e-27, '*CH2': 6.235548913865278e-20, '*OH': 1.3179913630660199e-22, '*CH3': 9.036806201173626e-16, '*H2O': 4.707625978034824e-19, '*CH4': 3.1716598511897168e-25}",0.0003291084348404638,1.5528495999433208e-11,1.7930998176104155e-16,7.976872684576339e-13
874,Cu3Ge1,-0.3,6,"{'*CO': 0.9999999999968562, '*CHO': 2.76806348038922e-14, '*COH': 4.609672714893376e-18, '*CH2O': 7.46017672263823e-26, '*CHOH': 2.1014358232576258e-23, '*C': 5.504779851583453e-24, '*CH3O': 5.314642776655605e-22, '*CH2OH': 2.638779419857104e-22, '*CH': 1.6230058322360638e-19, '*O': 4.647852650977307e-32, '*CH3OH': 6.252291310322227e-29, '*CH2': 4.0360406664753985e-21, '*OH': 1.3171318159746664e-21, '*CH3': 6.05210005466438e-17, '*H2O': 4.707625978032142e-19, '*CH4': 8.629269005333205e-27}",0.0003291084396970234,4.634588529591781e-13,3.964574688001951e-18,2.1703014643779677e-14
875,Cu3Ge1,-0.2,0,"{'*CO': 0.9999999994248129, '*CHO': 5.6547361442292e-10, '*COH': 9.555139264591918e-14, '*CH2O': 2.2262813768805557e-19, '*CHOH': 7.251893358338218e-18, '*C': 5.583758541550393e-19, '*CH3O': 4.878906193208866e-16, '*CH2OH': 6.698295586414527e-17, '*CH': 1.213005716635345e-14, '*O': 1.7649501114295696e-26, '*CH3OH': 1.6302903883410306e-21, '*CH2': 5.436592398287146e-16, '*OH': 4.097268544743819e-21, '*CH3': 6.48860382561892e-12, '*H2O': 4.707626336661728e-19, '*CH4': 3.9286596013412534e-20}",0.00032909736569664005,1.3830635005769115e-06,1.033766292533259e-10,9.880762470401112e-08
876,Cu3Ge1,-0.2,1,"{'*CO': 0.9999999999393898, '*CHO': 5.703008395995167e-11, '*COH': 9.536409178275262e-15, '*CH2O': 7.417421771615421e-21, '*CHOH': 3.8231757880621836e-19, '*C': 4.12483134832435e-20, '*CH3O': 2.0705064608896743e-17, '*CH2OH': 3.799412747573783e-18, '*CH': 9.0553163593336e-16, '*O': 4.891245899617199e-28, '*CH3OH': 2.984471567255479e-23, '*CH2': 3.5373685667258414e-17, '*OH': 1.5660619997463694e-22, '*CH3': 4.5358876896819745e-13, '*H2O': 4.707625989707826e-19, '*CH4': 1.186918604052708e-21}",0.00032910732722513103,4.608027281385386e-08,1.8924518780927988e-12,2.9851557411187875e-09
877,Cu3Ge1,-0.2,2,"{'*CO': 0.999999999991159, '*CHO': 5.693032248355547e-12, '*COH': 9.499055351185953e-16, '*CH2O': 2.374827156956423e-22, '*CHOH': 1.9863829037326886e-20, '*C': 2.77094592585071e-21, '*CH3O': 8.492226906205496e-19, '*CH2OH': 2.1214008878090058e-19, '*CH': 6.652255478164001e-17, '*O': 1.304812369762513e-29, '*CH3OH': 5.384150430525311e-25, '*CH2': 2.2668507267082516e-18, '*OH': 1.2016681331832705e-23, '*CH3': 3.08781892063334e-14, '*H2O': 4.707625978384981e-19, '*CH4': 3.4274344161516363e-23}",0.00032910832940657997,1.4753466453407282e-09,3.414087004873633e-14,8.62015767096487e-11
878,Cu3Ge1,-0.2,3,"{'*CO': 0.9999999999963143, '*CHO': 5.674297701849613e-13, '*COH': 9.4580671829487e-17, '*CH2O': 7.370543476546826e-24, '*CHOH': 1.0261411864125377e-21, '*C': 1.8687174361032092e-22, '*CH3O': 3.544944159027693e-20, '*CH2OH': 1.1763608028209162e-20, '*CH': 4.901443433929502e-18, '*O': 3.7808439748622647e-31, '*CH3OH': 9.753731346517711e-27, '*CH2': 1.4571642979983348e-19, '*OH': 6.479643611859114e-23, '*CH3': 2.0847419501997945e-15, '*H2O': 4.707625978041223e-19, '*CH4': 9.63409893582581e-25}",0.00032910842920941263,4.578904431258734e-11,6.184836005023314e-16,2.4230208868045475e-12
879,Cu3Ge1,-0.2,4,"{'*CO': 0.9999999999968273, '*CHO': 5.653670967472386e-14, '*COH': 9.416814994919273e-18, '*CH2O': 2.2201389244466464e-25, '*CHOH': 5.2748175576022585e-23, '*C': 1.2658139416328205e-23, '*CH3O': 1.440649411875211e-21, '*CH2OH': 6.483746260285962e-22, '*CH': 3.6298898155349503e-19, '*O': 2.0925641865215282e-32, '*CH3OH': 1.9192872538665986e-28, '*CH2': 9.415775705478096e-21, '*OH': 6.456317998941703e-22, '*CH3': 1.398805546296693e-16, '*H2O': 4.707625978032249e-19, '*CH4': 2.641379104066568e-26}",0.00032910843913924737,1.3792475400906978e-12,1.217019055577584e-17,6.643191832835397e-14
880,Cu3Ge1,-0.2,5,"{'*CO': 0.9999999999968783, '*CHO': 5.6322468114975236e-15, '*COH': 9.376228449332995e-19, '*CH2O': 6.491768102833856e-27, '*CHOH': 2.69034648902041e-24, '*C': 8.614059473716593e-25, '*CH3O': 5.700905145602191e-23, '*CH2OH': 3.541344318418154e-23, '*CH': 2.5629355589772366e-20, '*O': -2.6943563746448493e-30, '*CH3OH': 8.192592958107448e-30, '*CH2': 6.11293399842048e-22, '*OH': 6.447151738937638e-21, '*CH3': 9.32057142655245e-18, '*H2O': 4.707625978032058e-19, '*CH4': 7.058212638559702e-28}",0.00032910844012690177,4.032970679483272e-14,5.194918959900778e-19,1.7751734491161575e-15
881,Cu3Ge1,-0.2,6,"{'*CO': 0.9999999999968834, '*CHO': 5.61030569650423e-16, '*COH': 9.336807018241938e-20, '*CH2O': 1.8428009194649934e-28, '*CHOH': 1.3392446765438874e-25, '*C': 5.890269364480756e-26, '*CH3O': 2.1967667188091636e-24, '*CH2OH': 1.8853930086423353e-24, '*CH': 1.8063665829611708e-21, '*O': 1.0435584270421237e-28, '*CH3OH': 1.3392168422583521e-30, '*CH2': 3.953781237624041e-23, '*OH': 6.456225334637095e-20, '*CH3': 6.102715027499715e-19, '*H2O': 4.707625978032151e-19, '*CH4': 1.818905400413076e-29}",0.00032910844022637775,1.1448286443076814e-15,8.491967074211278e-20,4.5746320468166706e-17
882,Cu3Ge1,-0.1,0,"{'*CO': 0.9999999999851868, '*CHO': 1.1624049812242988e-11, '*COH': 1.9403983373012158e-15, '*CH2O': 6.917385957457074e-22, '*CHOH': 4.966948013759714e-20, '*C': 6.391678921373328e-21, '*CH3O': 2.2581287668634266e-18, '*CH2OH': 5.188061393648811e-19, '*CH': 1.4929026507787594e-16, '*O': 4.018803031711046e-29, '*CH3OH': 1.876101049292993e-24, '*CH2': 5.306987379747232e-18, '*OH': 1.8863249729817198e-23, '*CH3': 7.103555573465157e-14, '*H2O': 4.707625979085848e-19, '*CH4': 1.0303540475046964e-22}",0.00032910821379417143,4.297383132480584e-09,1.1896347055808516e-13,2.5913885638482583e-10
883,Cu3Ge1,-0.1,1,"{'*CO': 0.9999999999957201, '*CHO': 1.1588548745797022e-12, '*COH': 1.9321410121599294e-16, '*CH2O': 2.167147013791828e-23, '*CHOH': 2.5698153271793814e-21, '*C': 4.304980531725889e-22, '*CH3O': 9.505947507977656e-20, '*CH2OH': 2.8823670175919324e-20, '*CH': 1.0985844338232102e-17, '*O': 1.1407211648240042e-30, '*CH3OH': 3.384333964912444e-26, '*CH2': 3.4069418928541216e-19, '*OH': 3.228128988793938e-23, '*CH3': 4.806587330956801e-15, '*H2O': 4.707625978061225e-19, '*CH4': 2.919466941426689e-24}",0.00032910841770572574,1.3463266441906445e-10,2.146004417754114e-15,7.342595738089988e-12
884,Cu3Ge1,-0.1,2,"{'*CO': 0.999999999996768, '*CHO': 1.1557611206177886e-13, '*COH': 1.9237128094544464e-17, '*CH2O': 6.594228686651297e-25, '*CHOH': 1.324320046025163e-22, '*C': 2.912009677359108e-23, '*CH3O': 3.898731443175841e-21, '*CH2OH': 1.5932752973617108e-21, '*CH': 8.128011626702196e-19, '*O': 3.4628337094559326e-32, '*CH3OH': 6.296611335822686e-28, '*CH2': 2.1993036708835173e-20, '*OH': 3.1649284676534286e-22, '*CH3': 3.233353141163231e-16, '*H2O': 4.707625978032659e-19, '*CH4': 8.071456838405243e-26}",0.00032910843799172085,4.0966236818383765e-12,3.992677993262317e-17,2.0300090990463963e-13
885,Cu3Ge1,-0.1,3,"{'*CO': 0.9999999999968724, '*CHO': 1.1503969499764019e-14, '*COH': 1.915378137351215e-18, '*CH2O': 1.9442291772323289e-26, '*CHOH': 6.769746793365767e-24, '*C': 1.9787869607629726e-24, '*CH3O': 1.5541674550655136e-22, '*CH2OH': 8.72533613148297e-23, '*CH': 6.035921057743756e-20, '*O': 2.49572121010063e-31, '*CH3OH': 1.8484323097199295e-29, '*CH2': 1.4251843702690163e-21, '*OH': 3.164676881805055e-21, '*CH3': 2.1583780257079752e-17, '*H2O': 4.707625978032131e-19, '*CH4': 2.1733279147215162e-27}",0.00032910844001321493,1.2078403205054447e-13,1.172089972119827e-18,5.466021226872162e-15
886,Cu3Ge1,-0.1,4,"{'*CO': 0.9999999999968828, '*CHO': 1.1459473589219783e-15, '*COH': 1.9072529383054746e-19, '*CH2O': 5.569854190163231e-28, '*CHOH': 3.4080925208490443e-25, '*C': 1.3510505765205473e-25, '*CH3O': 6.032826874551837e-24, '*CH2OH': 4.6997812155725025e-24, '*CH': 4.053828861058238e-21, '*O': 2.502580170586942e-29, '*CH3OH': 2.1727177880092315e-30, '*CH2': 9.246798878083432e-23, '*OH': 3.1646758981308627e-20, '*CH3': 1.4245282442649842e-18, '*H2O': 4.70762597803215e-19, '*CH4': 5.678403473129807e-29}",0.0003291084402157196,3.4602373778754572e-15,1.3777192262765904e-19,1.4281449985037505e-16
887,Cu3Ge1,-0.1,5,"{'*CO': 0.9999999999968838, '*CHO': 1.1414268209735716e-16, '*COH': 1.8994226217840152e-20, '*CH2O': 1.5491518545397235e-29, '*CHOH': 1.6079981973721365e-26, '*C': 9.270083391773281e-27, '*CH3O': 2.2844847271273243e-25, '*CH2OH': 2.369424629948539e-25, '*CH': 2.928584523981065e-22, '*O': 2.5177702814554187e-27, '*CH3OH': 4.748814158379605e-31, '*CH2': 5.860726813794923e-24, '*OH': 3.1646758943266397e-19, '*CH3': 8.979863398042569e-20, '*H2O': 4.707625978032152e-19, '*CH4': 1.3906989369154125e-30}",0.0003291084402334832,9.624009835931345e-17,3.011220603117863e-20,3.4976727886051996e-18
888,Cu3Ge1,-0.1,6,"{'*CO': 0.9999999999968839, '*CHO': 1.1368772667166853e-17, '*COH': 1.891959549229483e-21, '*CH2O': 4.183394922460161e-31, '*CHOH': 5.915015477083224e-28, '*C': 6.393285980848767e-28, '*CH3O': 8.417506472723874e-27, '*CH2OH': 9.30124136200154e-27, '*CH': 1.9049401203428795e-23, '*O': 2.53199732355517e-25, '*CH3OH': 9.094771871624609e-32, '*CH2': 3.4603071848625333e-25, '*OH': 3.1646758943168572e-18, '*CH3': 4.714851156408573e-21, '*H2O': 4.707625978032154e-19, '*CH4': 2.7840905717007283e-32}",0.0003291084402370359,2.598908155024221e-18,5.766990142616495e-21,7.002117837988735e-20
